City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
205,Kaitangata,NZ,50.0,light rain,-46.28,169.85,Kaitangata Motor Camp
207,Coahuayana,MX,86.68,scattered clouds,18.62,-100.35,
208,Esperance,AU,64.4,scattered clouds,-33.86,121.89,Hospitality Esperance
209,Port Hardy,CA,35.6,scattered clouds,50.7,-127.42,Airport Inn
210,Poum,MK,30.2,broken clouds,41.28,20.71,Dolno Tateši
211,Padang,ID,68.79,light rain,-0.92,100.36,Mercure Padang
212,Pacific Grove,US,57.2,clear sky,36.62,-121.92,Lovers Point Inn
214,Merauke,ID,76.35,moderate rain,-8.49,140.4,Swiss-Belhotel Merauke
215,Houston,US,73.0,clear sky,29.76,-95.37,"Hotel ICON, Autograph Collection"
216,Karratha,AU,82.71,moderate rain,-20.74,116.85,ibis Styles Karratha
217,Newport,GB,48.0,overcast clouds,51.59,-3.0,Hotel ibis budget Newport
218,Ibiruba,BR,84.76,scattered clouds,-28.63,-53.09,Hotel Pitangueira - O melhor serviço pelo menor preço.
219,Chuy,UY,79.84,clear sky,-33.69,-53.46,Nuevo Hotel Plaza
220,Erzin,TR,44.6,broken clouds,36.95,36.2,Artemis Otel
221,Atakpame,TG,80.69,broken clouds,7.53,1.13,Hotel Relais Des Plateaux
222,Adre,TD,68.25,few clouds,13.47,22.2,
223,Labuhan,ID,72.46,light rain,-2.54,115.51,Pondok Indah Gula Habang
224,Hobyo,SO,80.04,broken clouds,5.35,48.53,
225,Rocha,UY,86.5,clear sky,-34.48,-54.34,Beleza Pura B&B
226,Muravlenko,RU,22.98,overcast clouds,63.79,74.5,Hostel Rus Muravlenko
227,Bowen,AU,75.0,scattered clouds,-20.01,148.25,Rose Bay Resort
228,Otradnoye,RU,24.01,few clouds,59.77,30.8,Baza otdikha Petrushinsky Khutor
229,Omboue,GA,78.58,light rain,-1.57,9.26,Hotel Olako
230,New Norfolk,AU,50.0,few clouds,-42.78,147.06,The Shingles Riverside Cottages
231,Zunyi,CN,59.4,overcast clouds,27.73,106.92,Bishiluo Hostel
232,Nokia,FI,27.0,overcast clouds,61.48,23.51,Scandic Eden Nokia
233,Mitsamiouli,KM,82.4,few clouds,-11.38,43.28,Foyer ADM
234,Kahului,US,78.8,clear sky,20.89,-156.47,Maui Seaside Hotel
235,Kalmunai,LK,81.16,few clouds,7.42,81.82,VS Villa
236,Kruisfontein,ZA,65.57,overcast clouds,-34.0,24.73,Oyster Bay House Rental
237,Lata,IN,11.91,overcast clouds,30.78,78.62,"The Goat Village, Dayara Bugyal"
238,Russell,US,50.0,clear sky,38.9,-98.86,Quality Inn
239,Cerqueira Cesar,BR,79.29,light rain,-23.04,-49.17,Pousada São Jorge
240,Sremska Mitrovica,RS,33.8,clear sky,44.97,19.62,Apartment Velago
241,Bandarbeyla,SO,78.44,scattered clouds,9.49,50.81,REER XOOSHLE GROUP
242,Petropavlovka,RU,3.11,clear sky,50.61,105.32,Tuyaa
243,Cochrane,CL,46.29,light rain,-47.25,-72.57,Cabañas Hervila
244,Lorengau,PG,83.89,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
245,Shingu,JP,41.95,clear sky,33.72,135.99,新宮ユーアイホテル
246,Beaverlodge,CA,8.6,broken clouds,55.21,-119.43,Side Trax Inn
247,Kimbe,PG,75.54,overcast clouds,-5.56,150.15,Kimbe Bay Hotel
248,Westerland,NL,46.4,overcast clouds,52.89,4.93,In de hortensiatuin
249,Caravelas,BR,86.34,light rain,-17.73,-39.27,Pousada Dos Navegantes
250,Polewali,ID,76.55,light rain,-4.03,119.8,Sekertariat Mxrc sidrap
251,Nybro,SE,39.2,broken clouds,56.75,15.91,Villa Nostalgia
252,Wajid,SO,87.17,scattered clouds,3.81,43.25,Hotel Haji Aden Yare
253,Okha,RU,26.35,light snow,53.59,142.95,Empire Hotel
254,Halifax,CA,32.0,light snow,44.65,-63.58,Hotel Halifax
255,Campoverde,EC,62.6,broken clouds,-0.91,-78.62,Hotel Villa de Tacvnga
256,Coihaique,CL,60.8,broken clouds,-45.58,-72.07,Diego De Almagro Coyhaique
257,Partenit,UA,47.03,light rain,44.58,34.34,Приватотель
258,Ilulissat,GL,8.6,light snow,69.22,-51.1,Hotel Arctic
259,Yuanping,CN,19.58,light snow,38.72,112.71,Yuanping Xinghe Guesthouse
260,Miles City,US,41.0,clear sky,46.41,-105.84,FairBridge Inn & Suites Miles City
261,Markova,RU,1.4,mist,52.21,104.21,"Elderly ""Sosnovy Bor"""
262,Sioux Lookout,CA,26.6,light snow,50.1,-91.92,Knobby's Fly-In Camps
263,Poronaysk,RU,13.19,scattered clouds,49.22,143.1,Gostinitsa Sever
264,Graciano Sanchez,MX,71.6,scattered clouds,23.92,-99.28,
265,Ayan,IR,14.43,few clouds,38.23,44.7,
266,Atikokan,CA,26.15,light snow,48.76,-91.62,Camp Quetico
267,Brae,GB,48.2,light intensity drizzle,60.4,-1.35,Busta House Hotel
268,Hambantota,LK,75.2,thunderstorm,6.12,81.12,Bungalow 63
269,Ribeira Grande,PT,64.4,broken clouds,38.52,-28.7,Quinta da Meia Eira
270,Usolye-Sibirskoye,RU,3.54,broken clouds,52.75,103.66,Hotel Usolie
271,Sinop,TR,46.4,overcast clouds,42.03,35.15,Zinos Hotel
272,Sorland,NO,42.8,shower rain,67.67,12.69,Sjybrygga fiskecamp
273,Balikpapan,ID,73.13,light rain,-1.24,116.86,Grand Jatra Hotel Balikpapan
274,Faanui,PF,81.14,clear sky,-16.48,-151.75,Bora-Bora Pearl Beach Resort & Spa
275,Esqueda,MX,61.0,clear sky,30.72,-109.59,Hotel Esqueda
276,Inverell,AU,70.0,few clouds,-29.78,151.11,Sapphire City Motor Inn
277,Kasongo-Lunda,CD,70.3,light rain,-6.48,16.82,
278,Hanstholm,DK,45.0,overcast clouds,57.12,8.61,Hotel Hanstholm
279,Auki,NG,72.93,scattered clouds,12.18,6.51,
280,Storsteinnes,NO,30.2,broken clouds,69.24,19.23,Lyngseidet
281,Grand Gaube,MU,73.4,very heavy rain,-20.01,57.66,Veranda Paul et Virginie Hotel & Spa
282,Raudeberg,NO,48.0,moderate rain,61.99,5.14,Nordre Silda.
283,Khalkhal,IR,24.64,scattered clouds,37.62,48.53,Khalkhal Tourist Hotel
286,Nowy Dwor Gdanski,PL,35.01,few clouds,54.21,19.12,Ranczo Ryki
287,Yichang,CN,42.4,overcast clouds,30.77,111.32,Yichang Shanzhashu Inn
288,Souris,CA,30.0,light snow,46.36,-62.25,McLean House Inn
289,Port Elizabeth,US,44.01,overcast clouds,39.31,-74.98,HAMMER RUN
290,Half Moon Bay,US,57.0,clear sky,37.46,-122.43,"The Ritz-Carlton, Half Moon Bay"
291,Nyrob,RU,22.46,light snow,60.74,56.73,Gostinitsa
292,Gedo,ET,62.13,light rain,9.01,37.45,Gulele Hotel
293,Nouadhibou,MR,71.6,scattered clouds,20.93,-17.03,El Medina
294,Kysucke Nove Mesto,SK,30.0,broken clouds,49.3,18.78,Motel Skalka
295,Calvia,ES,53.01,clear sky,39.57,2.51,Castell Son Claret
296,Hirara,JP,68.95,scattered clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
297,Cockburn Town,TC,78.8,scattered clouds,21.46,-71.14,Osprey Beach Hotel
298,Cayenne,GF,80.6,light rain,4.94,-52.33,Hôtel Le Dronmi
299,Shumskiy,RU,16.5,broken clouds,54.83,99.13,
300,Nemuro,JP,25.92,scattered clouds,43.32,145.57,Hotel Ekahashi / Vacation STAY 8604
301,Tautira,PF,84.2,few clouds,-17.73,-149.15,Pension Oaoa
302,Bonavista,CA,30.65,broken clouds,48.65,-53.11,Abbott's Bed & Breakfast
303,Touros,BR,84.2,scattered clouds,-5.2,-35.46,INN NEW HORIZON
304,Saint Anthony,US,28.4,light snow,43.97,-111.68,Hunter's Escape
305,Calama,CL,71.6,scattered clouds,-22.46,-68.93,Park Hotel Calama
306,Faya,SA,59.0,clear sky,18.39,42.45,مقبرة ال مجمل
307,Magadan,RU,15.44,scattered clouds,59.56,150.8,Magadan hotel
308,Yeniseysk,RU,23.97,light snow,58.45,92.17,"""Domino"""
309,Guerrero Negro,MX,69.24,clear sky,27.97,-114.04,The Halfway Inn
310,Kingaroy,AU,68.0,broken clouds,-26.54,151.84,Ascot Motel Kingaroy
313,Ruston,US,68.0,clear sky,32.52,-92.64,"Country Inn & Suites by Radisson, Ruston, LA"
314,Nizhnyaya Tavda,RU,16.54,few clouds,57.67,66.17,
315,Hamilton,CA,37.0,broken clouds,43.26,-79.87,Sheraton Hamilton Hotel
316,Port Macquarie,AU,72.0,overcast clouds,-31.43,152.91,Rydges Port Macquarie
317,Noyabrsk,RU,24.67,light snow,63.2,75.45,Hotel Uyutnaya
