City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
190,Beringovskiy,RU,2020-01-05 20:44:10,63.05,179.32,-7.46,79,89,16.67,overcast clouds,0,0
191,Sorland,NO,2020-01-05 20:44:11,67.67,12.69,42.8,87,40,13.87,scattered clouds,0,0
192,Dores Do Indaia,BR,2020-01-05 20:44:11,-19.46,-45.6,75.38,90,35,5.28,light rain,0,0
193,Georgetown,GY,2020-01-05 20:39:50,6.8,-58.16,86.0,61,20,6.93,few clouds,0,0
194,Petropavlovsk-Kamchatskiy,RU,2020-01-05 20:44:11,53.05,158.65,26.6,79,75,6.71,broken clouds,0,0
195,Beyneu,KZ,2020-01-05 20:40:59,45.32,55.19,27.82,75,76,4.76,broken clouds,0,0
196,Magadan,RU,2020-01-05 20:44:11,59.56,150.8,14.97,65,94,8.97,overcast clouds,0,0
197,Caldwell,US,2020-01-05 20:43:19,43.67,-116.69,39.99,82,75,8.05,broken clouds,0,0
198,Nanortalik,GL,2020-01-05 20:44:11,60.14,-45.24,26.4,70,0,11.77,clear sky,0,0
199,Codrington,AU,2020-01-05 20:44:11,-28.95,153.24,73.0,88,75,1.32,broken clouds,0,0
200,Cap Malheureux,MU,2020-01-05 20:44:11,-19.98,57.61,73.4,100,75,9.17,very heavy rain,0,0
201,Portland,US,2020-01-05 20:40:23,43.66,-70.25,33.01,63,1,13.87,clear sky,0,0
202,Ust-Maya,RU,2020-01-05 20:44:12,60.42,134.54,-7.1,98,100,5.03,light snow,0,0
203,Bacong,PH,2020-01-05 20:44:12,6.14,124.31,76.53,77,0,3.87,clear sky,0,0
204,Kirando,TZ,2020-01-05 20:44:12,-7.37,30.62,76.44,71,100,6.33,overcast clouds,0,0
205,Alikalia,SL,2020-01-05 20:44:12,9.15,-11.39,68.85,25,52,1.07,broken clouds,0,0
206,Tongliao,CN,2020-01-05 20:44:12,43.61,122.27,18.72,88,100,8.37,overcast clouds,0,0
207,Luderitz,NA,2020-01-05 20:44:12,-26.65,15.16,63.55,85,0,24.99,clear sky,0,0
208,Guerrero Negro,MX,2020-01-05 20:44:12,27.97,-114.04,72.99,23,0,7.16,clear sky,0,0
209,Kodiak,US,2020-01-05 20:40:00,39.95,-94.76,53.01,37,1,19.46,clear sky,0,0
210,Paamiut,GL,2020-01-05 20:44:12,61.99,-49.67,19.17,93,100,11.92,light snow,0,0
211,Taltal,CL,2020-01-05 20:44:12,-25.41,-70.49,65.77,68,9,5.73,clear sky,0,0
